PhysicalActivityDays,BMIPercentile,Sex,Grade
7.0,24.2039299,Male,10th grade
5.0,89.69969835,Male,9th grade
2.0,95.6699827,Male,9th grade
5.0,1.112749347,Male,11th grade
3.0,41.69642287,Male,9th grade
5.0,71.18384227,Male,10th grade
2.0,56.4762692,Female,10th grade
7.0,93.70593285,Female,9th grade
7.0,93.53501253,Female,9th grade
0.0,59.72383084,Female,11th grade
1.0,77.80336579,Female,10th grade
5.0,85.850767,Female,10th grade
5.0,57.95910476,Female,12th grade
7.0,47.66003889,Female,11th grade
0.0,97.0022349,Female,11th grade
0.0,89.59113592,Female,11th grade
0.0,83.95952719,Female,9th grade
1.0,4.542952907,Female,12th grade
3.0,89.02230612,Female,9th grade
7.0,89.3692002,Female,11th grade
1.0,65.65602309,Female,9th grade
5.0,96.39064078,Male,10th grade
5.0,25.61355879,Male,9th grade
2.0,57.7634963,Male,9th grade
1.0,69.51240103,Male,10th grade
5.0,61.73415715,Male,9th grade
7.0,69.21299403,Male,9th grade
4.0,97.47296053,Male,10th grade
1.0,95.40169991,Male,10th grade
2.0,24.78306649,Male,10th grade
7.0,87.39539654,Male,9th grade
0.0,70.90474907,Female,9th grade
2.0,85.89509592,Female,10th grade
0.0,89.00014206,Female,9th grade
0.0,45.94823752,Male,10th grade
7.0,68.85523045,Male,9th grade
3.0,98.58345003,Male,9th grade
0.0,38.42613501,Female,9th grade
0.0,99.04701118,Male,9th grade
6.0,47.36951916,Male,11th grade
1.0,96.21000485,Female,10th grade
7.0,58.2330153,Female,10th grade
3.0,88.16103385,Female,10th grade
4.0,95.63081156,Female,10th grade
0.0,90.05670299,Female,10th grade
6.0,74.23946269,Female,10th grade
3.0,88.54090852,Male,10th grade
7.0,98.47670004,Male,10th grade
4.0,91.87246689,Male,10th grade
2.0,73.71563971,Male,10th grade
1.0,86.68831688,Female,10th grade
7.0,40.79455963,Female,10th grade
7.0,42.53225571,Female,10th grade
6.0,70.84066228,Female,10th grade
1.0,74.23946269,Female,10th grade
4.0,98.59438441,Male,10th grade
7.0,87.69719593,Male,10th grade
7.0,73.49549106,Male,10th grade
7.0,74.16259684,Male,10th grade
4.0,0.089816787,Male,10th grade
0.0,99.51830404,Male,10th grade
2.0,3.961497341,Male,11th grade
7.0,37.55228267,Male,11th grade
6.0,49.0050896,Male,11th grade
7.0,90.08907671,Male,11th grade
7.0,96.73975317,Male,11th grade
7.0,92.98915736,Male,12th grade
6.0,67.92773224,Female,11th grade
2.0,70.24766118,Female,11th grade
0.0,90.69075623,Female,11th grade
3.0,82.88073183,Female,11th grade
1.0,79.28331566,Female,11th grade
0.0,65.88575167,Female,11th grade
3.0,3.208522211,Female,11th grade
0.0,99.92595141,Male,12th grade
5.0,91.02771303,Male,12th grade
3.0,89.13095081,Male,12th grade
5.0,95.16031835,Male,12th grade
7.0,79.49010291,Male,12th grade
0.0,80.50659742,Male,12th grade
0.0,65.22758067,Male,12th grade
0.0,32.12906956,Male,12th grade
1.0,90.63852931,Male,12th grade
7.0,90.445849,Male,12th grade
5.0,42.90615422,Male,12th grade
5.0,64.9623322,Male,12th grade
5.0,74.79862377,Male,12th grade
3.0,37.90396026,Male,12th grade
1.0,45.31636422,Female,12th grade
6.0,96.02165064,Female,12th grade
0.0,11.68740441,Female,12th grade
0.0,70.67451976,Female,12th grade
0.0,47.49270385,Female,12th grade
2.0,67.57774648,Female,12th grade
0.0,20.75227445,Female,12th grade
0.0,90.06772465,Female,12th grade
1.0,79.34318571,Female,12th grade
5.0,89.90357427,Female,12th grade
0.0,48.05850021,Female,12th grade
7.0,96.21949411,Male,9th grade
0.0,98.6657555,Male,9th grade
7.0,38.97407692,Male,9th grade
0.0,94.66659282,Female,9th grade
1.0,80.79348995,Female,9th grade
1.0,72.35308828,Female,9th grade
1.0,72.79132938,Female,9th grade
2.0,76.38362459,Female,9th grade
6.0,96.42814963,Female,9th grade
0.0,71.18192791,Female,9th grade
7.0,98.86047525,Female,9th grade
2.0,94.79064882,Female,9th grade
7.0,81.20841596,Female,9th grade
3.0,5.070497127,Female,9th grade
0.0,95.93874795,Male,12th grade
6.0,65.88575167,Female,12th grade
0.0,83.90660452,Female,12th grade
0.0,98.3895016,Male,12th grade
7.0,46.40807262,Male,12th grade
2.0,88.08579404,Male,12th grade
7.0,97.92048132,Male,12th grade
3.0,9.013571525,Male,12th grade
4.0,99.64821934,Male,12th grade
3.0,75.65036356,Male,12th grade
2.0,98.57848685,Male,12th grade
5.0,50.45031829,Male,12th grade
0.0,49.77019799,Female,10th grade
3.0,73.26786003,Female,10th grade
6.0,99.19305849,Female,10th grade
0.0,80.79348995,Female,10th grade
4.0,21.37911604,Female,10th grade
0.0,26.01707526,Female,10th grade
1.0,69.91124718,Female,10th grade
0.0,44.42268346,Female,10th grade
0.0,46.7792279,Female,10th grade
5.0,98.53367128,Male,10th grade
6.0,83.30894196,Male,10th grade
3.0,34.55230954,Male,10th grade
5.0,78.49593958,Male,10th grade
7.0,80.0856194,Male,10th grade
7.0,64.26150224,Male,10th grade
0.0,97.30702879,Female,10th grade
7.0,23.90166614,Female,10th grade
4.0,11.91054027,Male,10th grade
2.0,98.3261157,Female,9th grade
3.0,90.51467987,Male,9th grade
3.0,80.10329033,Male,9th grade
1.0,77.68619969,Male,10th grade
0.0,8.393184485,Male,9th grade
3.0,41.16151426,Male,9th grade
3.0,23.68951218,Male,9th grade
5.0,98.20297451,Male,9th grade
6.0,99.69149627,Male,9th grade
7.0,82.96083327,Female,9th grade
0.0,78.39679845,Female,10th grade
7.0,45.94823752,Male,11th grade
6.0,75.86208809,Male,11th grade
6.0,87.89933447,Male,11th grade
7.0,98.09399692,Male,11th grade
7.0,72.3235904,Male,11th grade
0.0,99.5898324,Male,11th grade
3.0,70.2948453,Male,11th grade
1.0,33.79539728,Male,11th grade
1.0,94.02678099,Male,11th grade
5.0,35.04876286,Female,11th grade
0.0,84.07541706,Female,11th grade
0.0,98.36845877,Female,11th grade
0.0,90.83906742,Female,11th grade
7.0,58.167767,Male,11th grade
0.0,0.228962339,Male,11th grade
1.0,97.93389699,Male,11th grade
0.0,94.1589128,Female,11th grade
0.0,64.47468905,Female,11th grade
0.0,5.526833422,Female,11th grade
2.0,80.60383865,Female,11th grade
4.0,98.39388191,Female,11th grade
0.0,74.41879277,Female,11th grade
3.0,95.08595591,Female,11th grade
1.0,46.48345897,Female,11th grade
3.0,28.59861823,Male,11th grade
7.0,99.53848485,Male,11th grade
6.0,91.18588253,Male,11th grade
5.0,90.27142777,Male,11th grade
3.0,94.1589128,Female,11th grade
7.0,99.30684128,Female,11th grade
0.0,35.04876286,Female,11th grade
0.0,77.86602504,Female,11th grade
5.0,93.70323473,Male,11th grade
7.0,62.27885472,Male,11th grade
3.0,96.96756116,Female,12th grade
0.0,93.5776631,Female,11th grade
5.0,74.69115727,Female,11th grade
5.0,99.35762909,Male,11th grade
1.0,92.47053644,Female,11th grade
0.0,98.44322633,Male,11th grade
0.0,97.95151358,Female,11th grade
3.0,98.41070272,Male,11th grade
6.0,93.99215342,Male,11th grade
1.0,31.63999593,Male,11th grade
1.0,88.98949561,Male,11th grade
4.0,21.16741012,Male,11th grade
4.0,80.85855022,Female,10th grade
0.0,36.3201391,Male,12th grade
0.0,97.31278775,Male,12th grade
6.0,83.09080929,Female,12th grade
1.0,56.72430248,Female,12th grade
0.0,13.9696424,Female,12th grade
0.0,99.65808366,Male,12th grade
7.0,87.59163865,Female,12th grade
1.0,75.0530445,Female,12th grade
4.0,77.86602504,Female,11th grade
3.0,57.95910476,Female,12th grade
0.0,25.62543853,Female,12th grade
2.0,97.60393024,Male,12th grade
0.0,89.3692002,Female,12th grade
0.0,72.36220244,Male,12th grade
0.0,84.35424182,Female,12th grade
5.0,66.84791246,Male,12th grade
1.0,73.23537154,Male,12th grade
5.0,89.72936724,Female,12th grade
0.0,84.57523065,Male,12th grade
0.0,25.70763057,Female,12th grade
1.0,39.30780725,Female,12th grade
2.0,83.60669867,Male,12th grade
0.0,54.40385458,Female,12th grade
5.0,87.80684545,Female,12th grade
2.0,84.16819767,Male,12th grade
4.0,66.84791246,Male,12th grade
0.0,68.13816439,Male,12th grade
4.0,81.49581012,Male,12th grade
0.0,2.702715023,Male,12th grade
6.0,33.10249599,Male,12th grade
5.0,72.59307595,Male,12th grade
7.0,78.31570259,Male,12th grade
1.0,64.86991546,Male,12th grade
0.0,25.37454537,Female,12th grade
0.0,18.33302569,Female,12th grade
6.0,96.71574944,Female,12th grade
0.0,53.65661966,Female,12th grade
0.0,86.28807602,Female,12th grade
4.0,25.72210511,Female,12th grade
7.0,65.88575167,Female,12th grade
1.0,88.94135048,Female,12th grade
0.0,19.05524328,Female,12th grade
1.0,82.69630628,Female,12th grade
2.0,78.71212761,Female,12th grade
0.0,97.0639858,Male,9th grade
3.0,97.36035322,Male,9th grade
3.0,89.17900904,Female,9th grade
4.0,93.8762319,Female,9th grade
0.0,66.99718709,Female,9th grade
0.0,57.63778505,Male,9th grade
2.0,45.29045811,Female,9th grade
7.0,58.8744133,Female,9th grade
7.0,92.80794118,Male,9th grade
0.0,96.52233084,Female,9th grade
7.0,86.05632028,Female,9th grade
2.0,91.91194746,Female,9th grade
2.0,68.25363425,Female,9th grade
0.0,43.08896674,Male,9th grade
0.0,58.63151452,Female,11th grade
0.0,93.61122094,Female,11th grade
5.0,41.01256196,Female,11th grade
0.0,77.84050233,Female,11th grade
0.0,20.54967205,Female,11th grade
2.0,61.78523973,Female,11th grade
0.0,85.71224216,Female,11th grade
6.0,27.97089061,Female,11th grade
1.0,56.12875598,Female,11th grade
0.0,70.79270495,Female,11th grade
5.0,92.08608045,Female,11th grade
0.0,88.94135048,Female,11th grade
2.0,88.50854926,Female,11th grade
4.0,96.86687518,Male,11th grade
3.0,66.95017509,Male,11th grade
0.0,74.94487901,Male,11th grade
4.0,72.13833601,Male,11th grade
4.0,64.26150224,Male,11th grade
2.0,43.08896674,Male,11th grade
0.0,66.95017509,Male,11th grade
1.0,98.20741258,Male,11th grade
5.0,40.01619315,Male,11th grade
2.0,79.64164185,Male,10th grade
0.0,96.30631061,Male,11th grade
3.0,94.51177834,Male,10th grade
3.0,95.38126273,Male,11th grade
0.0,44.31252997,Male,11th grade
0.0,50.27447135,Male,11th grade
3.0,93.71983177,Male,11th grade
1.0,87.77485669,Male,12th grade
7.0,55.35057859,Male,12th grade
6.0,58.90596184,Male,12th grade
0.0,8.31144901,Female,12th grade
0.0,28.36503577,Female,12th grade
0.0,72.81720747,Female,12th grade
2.0,80.83682069,Female,12th grade
1.0,82.25306188,Female,12th grade
0.0,46.75078327,Female,12th grade
0.0,43.36390952,Female,12th grade
3.0,74.57239196,Female,12th grade
7.0,76.22882474,Female,12th grade
1.0,82.9590179,Female,12th grade
7.0,93.77870978,Male,12th grade
0.0,25.87739237,Male,12th grade
7.0,14.13953985,Male,12th grade
2.0,76.3857129,Male,12th grade
7.0,62.64948057,Male,12th grade
1.0,79.93438595,Male,12th grade
2.0,99.04348497,Male,12th grade
3.0,91.89342822,Male,12th grade
1.0,50.87045271,Female,10th grade
0.0,96.59814222,Female,10th grade
1.0,79.65116681,Female,11th grade
0.0,70.90474907,Female,10th grade
0.0,97.9495474,Female,10th grade
3.0,61.98778257,Female,10th grade
0.0,62.03042194,Female,10th grade
5.0,94.65708955,Male,10th grade
3.0,1.880128952,Male,10th grade
7.0,94.71903906,Male,10th grade
5.0,66.95017509,Male,10th grade
4.0,75.23984427,Male,10th grade
1.0,90.27142777,Male,10th grade
3.0,54.76825471,Male,10th grade
6.0,76.30122422,Female,12th grade
7.0,89.23253452,Female,11th grade
0.0,99.56880333,Female,12th grade
2.0,50.9578953,Female,11th grade
5.0,97.9696822,Female,12th grade
5.0,40.5504485,Male,12th grade
0.0,64.26150224,Male,11th grade
7.0,75.27125781,Male,12th grade
5.0,42.35560365,Female,11th grade
1.0,92.80961955,Female,11th grade
1.0,98.26889208,Female,11th grade
3.0,88.43534523,Female,11th grade
3.0,60.9709885,Male,11th grade
7.0,78.63912229,Male,11th grade
2.0,32.35454194,Male,11th grade
4.0,94.30345823,Male,11th grade
0.0,42.63682854,Female,9th grade
0.0,38.76504839,Female,9th grade
2.0,42.53225571,Female,9th grade
7.0,91.66538347,Male,9th grade
4.0,96.23617059,Male,10th grade
6.0,96.59366997,Male,10th grade
2.0,91.34279969,Female,9th grade
0.0,32.49797332,Female,9th grade
7.0,83.84809589,Female,9th grade
2.0,89.59808958,Female,9th grade
1.0,75.56967464,Female,9th grade
2.0,82.1545869,Female,9th grade
5.0,71.24184164,Female,9th grade
7.0,96.9011252,Female,10th grade
0.0,20.10002435,Female,10th grade
0.0,56.78007284,Female,10th grade
7.0,35.07000003,Male,10th grade
0.0,83.95952719,Female,10th grade
2.0,71.40661886,Female,10th grade
2.0,99.07953216,Female,10th grade
7.0,57.42808938,Female,10th grade
4.0,56.10159588,Female,10th grade
0.0,85.86746891,Female,10th grade
0.0,75.39423481,Female,10th grade
0.0,70.24766118,Female,10th grade
5.0,94.23905608,Male,10th grade
3.0,93.57527412,Male,10th grade
0.0,69.13113635,Male,10th grade
7.0,71.62164751,Male,10th grade
3.0,95.15545676,Male,10th grade
2.0,58.96570164,Male,10th grade
0.0,88.65871597,Male,10th grade
0.0,23.64375283,Male,10th grade
0.0,61.17255793,Male,10th grade
6.0,76.08348266,Male,12th grade
0.0,76.10324407,Female,12th grade
0.0,97.64370481,Female,12th grade
1.0,96.78605651,Female,12th grade
4.0,65.03168045,Male,12th grade
7.0,74.41919519,Male,12th grade
3.0,92.94610432,Male,12th grade
7.0,27.25450767,Male,12th grade
0.0,99.89300393,Male,12th grade
0.0,92.18672887,Female,12th grade
7.0,89.5116963,Female,12th grade
0.0,89.23519997,Female,12th grade
1.0,91.20270534,Female,12th grade
0.0,82.19258456,Female,12th grade
1.0,59.20569812,Female,12th grade
7.0,95.56634428,Male,12th grade
2.0,80.83682069,Female,12th grade
4.0,95.42186206,Female,12th grade
2.0,71.6376304,Male,12th grade
0.0,97.9086358,Male,12th grade
3.0,78.07407908,Male,12th grade
6.0,74.42424318,Male,12th grade
0.0,97.91594395,Male,12th grade
1.0,83.4914366,Male,12th grade
1.0,16.07384529,Female,12th grade
1.0,94.11943839,Female,12th grade
1.0,65.84221705,Female,12th grade
2.0,82.21719131,Female,12th grade
0.0,95.56878315,Female,12th grade
0.0,53.20245682,Female,12th grade
3.0,90.83906742,Female,12th grade
3.0,28.62242966,Female,12th grade
2.0,95.77015302,Female,9th grade
4.0,72.22436715,Male,9th grade
0.0,5.386067358,Male,9th grade
2.0,71.24031837,Male,9th grade
7.0,92.54301116,Male,9th grade
4.0,61.73415715,Male,9th grade
2.0,98.054357,Male,9th grade
7.0,82.31303268,Male,9th grade
6.0,94.46094876,Male,9th grade
7.0,95.34311212,Male,9th grade
6.0,88.86798665,Male,9th grade
3.0,62.71201935,Female,9th grade
3.0,40.74620124,Female,9th grade
2.0,97.26543733,Female,9th grade
3.0,82.96083327,Female,9th grade
0.0,81.62895753,Female,9th grade
0.0,81.16568453,Female,9th grade
0.0,86.99550206,Female,9th grade
3.0,64.50937136,Female,9th grade
0.0,20.30640586,Female,9th grade
4.0,73.99784099,Female,10th grade
2.0,83.59949632,Male,10th grade
5.0,30.82641153,Male,10th grade
2.0,69.17629728,Male,10th grade
1.0,81.53114812,Female,10th grade
0.0,58.09322257,Female,10th grade
2.0,78.13156862,Female,10th grade
2.0,25.42919289,Female,10th grade
2.0,47.57670396,Female,10th grade
0.0,76.48331705,Female,10th grade
0.0,96.94902892,Female,10th grade
1.0,91.21895864,Male,11th grade
3.0,46.07997675,Female,11th grade
0.0,93.87619898,Female,11th grade
4.0,33.58796716,Female,11th grade
0.0,65.88575167,Female,11th grade
1.0,45.84835334,Female,11th grade
0.0,79.26538475,Female,11th grade
0.0,74.34578782,Female,11th grade
4.0,42.1484795,Female,11th grade
7.0,43.67278106,Female,11th grade
3.0,25.47680879,Female,11th grade
7.0,56.12875598,Female,11th grade
3.0,80.59668985,Male,11th grade
1.0,61.62522673,Male,11th grade
7.0,94.34347293,Male,11th grade
3.0,17.21244391,Male,11th grade
7.0,96.10197605,Male,11th grade
2.0,84.90617063,Male,11th grade
4.0,64.31389023,Male,11th grade
0.0,71.29218349,Female,11th grade
1.0,92.90410867,Female,11th grade
0.0,98.07642499,Female,11th grade
1.0,98.74553389,Female,11th grade
0.0,88.10799552,Female,11th grade
2.0,79.94321014,Female,10th grade
6.0,97.83039649,Female,12th grade
0.0,97.10109186,Female,11th grade
0.0,48.42401661,Female,11th grade
0.0,33.68104796,Female,11th grade
4.0,37.55228267,Male,11th grade
7.0,98.50335879,Male,11th grade
3.0,97.62072301,Male,11th grade
2.0,60.69733048,Male,11th grade
3.0,45.52610311,Male,11th grade
1.0,73.78343944,Male,11th grade
6.0,44.91365764,Male,11th grade
2.0,58.18521241,Male,11th grade
7.0,99.45866117,Male,11th grade
2.0,91.9506401,Male,12th grade
1.0,45.29941242,Male,11th grade
0.0,41.98150796,Female,11th grade
2.0,65.84221705,Female,11th grade
0.0,99.52050181,Female,11th grade
1.0,74.60880949,Female,11th grade
7.0,52.22408981,Female,11th grade
3.0,79.456875,Female,11th grade
3.0,72.81720747,Female,11th grade
1.0,33.66779009,Female,11th grade
5.0,57.62712177,Female,11th grade
5.0,49.86074291,Female,11th grade
4.0,99.04930357,Male,11th grade
5.0,99.6818217,Male,11th grade
4.0,96.20990788,Male,11th grade
7.0,98.68605395,Male,11th grade
5.0,23.10048656,Male,11th grade
7.0,89.26269177,Male,11th grade
0.0,97.0635008,Male,11th grade
3.0,45.29941242,Male,11th grade
0.0,51.32765319,Female,12th grade
0.0,35.23653034,Female,12th grade
7.0,57.95910476,Female,12th grade
0.0,28.62242966,Female,12th grade
5.0,96.62543678,Female,12th grade
6.0,77.69452247,Male,12th grade
1.0,74.43648056,Male,12th grade
1.0,95.75792652,Male,12th grade
7.0,77.57745314,Male,12th grade
0.0,50.2032122,Male,12th grade
1.0,61.04994431,Male,12th grade
6.0,98.24871822,Male,12th grade
7.0,29.2031064,Male,12th grade
2.0,98.14567295,Male,12th grade
2.0,98.08190029,Male,12th grade
4.0,47.13837771,Male,12th grade
0.0,84.69869562,Male,12th grade
2.0,99.56771058,Male,12th grade
7.0,80.36346566,Male,12th grade
1.0,73.74393215,Male,12th grade
1.0,18.12467121,Male,12th grade
0.0,63.70622574,Female,12th grade
2.0,99.29936682,Female,12th grade
7.0,47.24873407,Female,12th grade
7.0,9.644098976,Female,12th grade
0.0,64.18227413,Female,12th grade
0.0,82.7114493,Female,12th grade
2.0,63.18796467,Female,12th grade
1.0,92.84085921,Female,12th grade
2.0,39.39239835,Female,12th grade
1.0,40.43646118,Female,12th grade
5.0,19.12902502,Female,10th grade
0.0,78.13156862,Female,10th grade
0.0,89.23352868,Female,10th grade
0.0,92.37266985,Female,10th grade
2.0,81.64099246,Male,11th grade
6.0,90.59028078,Male,10th grade
4.0,69.13113635,Male,10th grade
0.0,92.66928372,Male,10th grade
1.0,90.06979532,Male,10th grade
4.0,68.21013236,Male,10th grade
4.0,82.47988607,Male,10th grade
2.0,66.84791246,Male,11th grade
0.0,92.59985649,Male,10th grade
7.0,76.17136869,Female,9th grade
0.0,88.29675017,Female,9th grade
5.0,87.01278959,Female,9th grade
0.0,51.28932037,Female,9th grade
5.0,76.50762039,Female,9th grade
3.0,98.89731609,Female,9th grade
0.0,10.85557428,Male,9th grade
7.0,87.32960669,Male,9th grade
3.0,49.2944574,Female,9th grade
0.0,76.31024948,Female,9th grade
4.0,47.52350758,Female,9th grade
0.0,93.28665536,Female,9th grade
5.0,30.29728583,Female,9th grade
1.0,73.85705027,Female,9th grade
1.0,85.86746891,Female,9th grade
6.0,76.95374922,Female,9th grade
3.0,60.75872902,Female,9th grade
7.0,90.83698104,Male,9th grade
0.0,56.42256534,Male,9th grade
3.0,36.97561899,Male,9th grade
0.0,92.40519305,Female,9th grade
5.0,78.81888198,Male,9th grade
6.0,98.58357724,Female,9th grade
1.0,71.40661886,Female,9th grade
0.0,99.49778004,Female,9th grade
1.0,93.23027092,Male,9th grade
0.0,96.23617059,Male,9th grade
0.0,63.26037697,Male,9th grade
4.0,70.8375548,Male,9th grade
1.0,74.94920676,Male,9th grade
4.0,95.71269842,Female,10th grade
0.0,70.79270495,Female,10th grade
2.0,31.315611,Female,10th grade
6.0,97.66670803,Female,10th grade
6.0,77.74149951,Female,10th grade
1.0,98.80550568,Female,10th grade
0.0,95.58328573,Female,10th grade
0.0,89.74375782,Female,9th grade
7.0,97.18069276,Male,10th grade
0.0,95.528208,Male,10th grade
7.0,68.33176627,Male,10th grade
7.0,41.91044944,Male,9th grade
0.0,60.51658607,Male,10th grade
0.0,89.5844322,Male,10th grade
7.0,32.35454194,Male,10th grade
5.0,26.04781219,Male,10th grade
7.0,22.50350526,Male,10th grade
7.0,90.51467987,Male,10th grade
0.0,33.80962297,Male,9th grade
1.0,98.05748314,Male,9th grade
7.0,89.72043421,Male,9th grade
1.0,73.49549106,Male,9th grade
1.0,90.4885396,Male,9th grade
0.0,48.21839695,Female,9th grade
5.0,98.88142176,Female,11th grade
2.0,44.63690682,Male,11th grade
1.0,50.71153397,Male,11th grade
3.0,87.58322745,Male,11th grade
1.0,65.33623547,Male,11th grade
0.0,71.04047181,Male,11th grade
5.0,17.54872121,Male,10th grade
1.0,5.205666433,Male,11th grade
7.0,40.5504485,Male,11th grade
4.0,63.43400792,Male,11th grade
